tile,2018,2019
h07v00,365,260
h07v01,365,260
h07v02,365,260
h07v03,365,260
h07v04,365,260
h07v05,365,260
h07v06,365,260
h07v07,365,260
h07v08,365,260
h07v09,365,260
h07v10,365,260
h07v11,365,260
h07v12,365,260
h07v13,365,260
h07v14,365,260
h07v15,365,260
h07v16,365,260
h07v17,365,260
h07v18,365,260
h07v19,365,260
h08v00,365,260
h08v01,365,260
h08v02,365,260
h08v03,365,260
h08v04,365,260
h08v05,365,260
h08v06,365,260
h08v07,365,260
h08v08,365,260
h08v09,365,260
h08v10,365,260
h08v11,365,260
h08v12,365,260
h08v13,365,260
h08v14,365,260
h08v15,365,260
h08v16,365,260
h08v17,365,260
h08v18,365,260
h08v19,365,260
h09v00,365,260
h09v01,365,260
h09v02,365,260
h09v03,365,260
h09v04,365,260
h09v05,365,260
h09v06,365,260
h09v07,365,260
h09v08,365,260
h09v09,365,260
h09v10,365,260
h09v11,365,260
h09v12,365,260
h09v13,365,260
h09v14,365,260
h09v15,365,260
h09v16,365,260
h09v17,365,260
h09v18,365,260
h09v19,365,260
h10v00,365,260
h10v01,365,260
h10v02,365,260
h10v03,365,260
h10v04,365,260
h10v05,365,260
h10v06,365,260
h10v07,365,260
h10v08,365,260
h10v09,365,260
h10v10,365,260
h10v11,365,260
h10v12,365,260
h10v13,365,260
h10v14,365,260
h10v15,365,260
h10v16,365,260
h10v17,365,260
h10v18,365,260
h10v19,365,260
h11v00,365,260
h11v01,365,260
h11v02,365,260
h11v03,365,260
h11v04,365,260
h11v05,365,260
h11v06,365,260
h11v07,365,260
h11v08,365,260
h11v09,365,260
h11v10,365,260
h11v11,365,260
h11v12,365,260
h11v13,365,260
h11v14,365,260
h11v15,365,260
h11v16,365,260
h11v17,365,260
h11v18,365,260
h11v19,365,260
h12v00,365,260
h12v01,365,260
h12v02,365,260
h12v03,365,260
h12v04,365,260
h12v05,365,260
h12v06,365,260
h12v07,365,260
h12v08,365,260
h12v09,365,260
h12v10,365,260
h12v11,365,260
h12v12,365,260
h12v13,365,260
h12v14,365,260
h12v15,365,260
h12v16,365,260
h12v17,365,260
h12v18,365,260
h12v19,365,260
h13v00,365,260
h13v01,365,260
h13v02,365,260
h13v03,365,260
h13v04,365,260
h13v05,365,260
h13v06,365,260
h13v07,365,260
h13v08,365,260
h13v09,365,260
h13v10,365,260
h13v11,365,260
h13v12,365,260
h13v13,365,260
h13v14,365,260
h13v15,365,260
h13v16,365,260
h13v17,365,260
h13v18,365,260
h13v19,365,260
h14v00,365,260
h14v01,365,260
h14v02,365,260
h14v03,365,260
h14v04,365,260
h14v05,365,260
h14v06,365,260
h14v07,365,260
h14v08,365,260
h14v09,365,260
h14v10,365,260
h14v11,365,260
h14v12,365,260
h14v13,365,260
h14v14,365,260
h14v15,365,260
h14v16,365,260
h14v17,365,260
h14v18,365,260
h14v19,365,260
h15v00,365,260
h15v01,365,260
h15v02,365,260
h15v03,365,260
h15v04,365,260
h15v05,365,260
h15v06,365,260
h15v07,365,260
h15v08,365,260
h15v09,365,260
h15v10,365,260
h15v11,365,260
h15v12,365,260
h15v13,365,260
h15v14,365,260
h15v15,365,260
h15v16,365,260
h15v17,365,260
h15v18,365,260
h15v19,365,260
h16v00,365,260
h16v01,365,260
h16v02,365,260
h16v03,365,260
h16v04,365,260
h16v05,365,260
h16v06,365,260
h16v07,365,260
h16v08,365,260
h16v09,365,260
h16v10,365,260
h16v11,365,260
h16v12,365,260
h16v13,365,260
h16v14,365,260
h16v15,365,260
h16v16,365,260
h16v17,365,260
h16v18,365,260
h16v19,365,260
h17v00,365,260
h17v01,365,260
h17v02,365,260
h17v03,365,260
h17v04,365,260
h17v05,365,260
h17v06,365,260
h17v07,365,260
h17v08,365,260
h17v09,365,260
h17v10,365,260
h17v11,365,260
h17v12,365,260
h17v13,365,260
h17v14,365,260
h17v15,365,260
h17v16,365,260
h17v17,365,260
h17v18,365,260
h17v19,365,260
h18v00,365,260
h18v01,365,260
h18v02,365,260
h18v03,365,260
h18v04,365,260
h18v05,365,260
h18v06,365,260
h18v07,365,260
h18v08,365,260
h18v09,365,260
h18v10,365,260
h18v11,365,260
h18v12,365,260
h18v13,365,260
h18v14,365,260
h18v15,365,260
h18v16,365,260
h18v17,365,260
h18v18,365,260
h18v19,365,260
h19v00,365,260
h19v01,365,260
h19v02,365,260
h19v03,365,260
h19v04,365,260
h19v05,365,260
h19v06,365,260
h19v07,365,260
h19v08,365,260
h19v09,365,260
h19v10,365,260
h19v11,365,260
h19v12,365,260
h19v13,365,260
h19v14,365,260
h19v15,365,260
h19v16,365,260
h19v17,365,260
h19v18,365,260
h19v19,365,260
h20v00,365,260
h20v01,365,260
h20v02,365,260
h20v03,365,260
h20v04,365,260
h20v05,365,260
h20v06,365,260
h20v07,365,260
h20v08,365,260
h20v09,365,260
h20v10,365,260
h20v11,365,260
h20v12,365,260
h20v13,365,260
h20v14,365,260
h20v15,365,260
h20v16,365,260
h20v17,365,260
h20v18,365,260
h20v19,365,260
h21v00,365,260
h21v01,365,260
h21v02,365,260
h21v03,365,260
h21v04,365,260
h21v05,365,260
h21v06,365,260
h21v07,365,260
h21v08,365,260
h21v09,365,260
h21v10,365,260
h21v11,365,260
h21v12,365,260
h21v13,365,260
h21v14,365,260
h21v15,365,260
h21v16,365,260
h21v17,365,260
h21v18,365,260
h21v19,365,260
h22v00,365,260
h22v01,365,260
h22v02,365,260
h22v03,365,260
h22v04,365,260
h22v05,365,260
h22v06,365,260
h22v07,365,260
h22v08,365,260
h22v09,365,260
h22v10,365,260
h22v11,365,260
h22v12,365,260
h22v13,365,260
h22v14,365,260
h22v15,365,260
h22v16,365,260
h22v17,365,260
h22v18,365,260
h22v19,365,260
h23v00,365,260
h23v01,365,260
h23v02,365,260
h23v03,365,260
h23v04,365,260
h23v05,365,260
h23v06,365,260
h23v07,365,260
h23v08,365,260
